station_name,year,month_num,monthly_class
Mianeh,1994,7,Aw - Tropical savanna
Mianeh,1994,8,Aw - Tropical savanna
Mianeh,1994,9,Aw - Tropical savanna
Mianeh,1994,10,BWh - Hot desert
Mianeh,1994,11,Cfa - Humid subtropical
Mianeh,1994,12,BWk - Cold desert
Mianeh,1995,1,BWk - Cold desert
Mianeh,1995,2,BWk - Cold desert
Mianeh,1995,3,Dfb - Cold humid
Mianeh,1995,4,Cfa - Humid subtropical
Mianeh,1995,5,Aw - Tropical savanna
Mianeh,1995,6,Aw - Tropical savanna
Mianeh,1995,7,Aw - Tropical savanna
Mianeh,1995,8,Aw - Tropical savanna
Mianeh,1995,9,Aw - Tropical savanna
Mianeh,1995,10,BWh - Hot desert
Mianeh,1995,11,BWk - Cold desert
Mianeh,1995,12,BWk - Cold desert
Mianeh,1996,1,Cfa - Humid subtropical
Mianeh,1996,2,Dfb - Cold humid
Mianeh,1996,3,Cfa - Humid subtropical
Mianeh,1996,4,Cfa - Humid subtropical
Mianeh,1996,5,Aw - Tropical savanna
Mianeh,1996,6,Aw - Tropical savanna
Mianeh,1996,7,Aw - Tropical savanna
Mianeh,1996,8,Aw - Tropical savanna
Mianeh,1996,9,Aw - Tropical savanna
Mianeh,1996,10,BWh - Hot desert
Mianeh,1996,11,BWk - Cold desert
Mianeh,1996,12,BWk - Cold desert
Mianeh,1997,1,Dfb - Cold humid
Mianeh,1997,2,ET - Tundra
Mianeh,1997,3,Dfb - Cold humid
Mianeh,1997,4,BWh - Hot desert
Mianeh,1997,5,Aw - Tropical savanna
Mianeh,1997,6,Aw - Tropical savanna
Mianeh,1997,7,Aw - Tropical savanna
Mianeh,1997,8,Aw - Tropical savanna
Mianeh,1997,9,Aw - Tropical savanna
Mianeh,1997,10,BWh - Hot desert
Mianeh,1997,11,Dfb - Cold humid
Mianeh,1997,12,BWk - Cold desert
Mianeh,1998,1,Dfb - Cold humid
Mianeh,1998,2,ET - Tundra
Mianeh,1998,3,Cfa - Humid subtropical
Mianeh,1998,4,Cfa - Humid subtropical
Mianeh,1998,5,Aw - Tropical savanna
Mianeh,1998,6,Aw - Tropical savanna
Mianeh,1998,7,Aw - Tropical savanna
Mianeh,1998,8,Aw - Tropical savanna
Mianeh,1998,9,Aw - Tropical savanna
Mianeh,1998,10,BWh - Hot desert
Mianeh,1998,11,BWh - Hot desert
Mianeh,1998,12,BWk - Cold desert
Mianeh,1999,1,Cfa - Humid subtropical
Mianeh,1999,2,BWk - Cold desert
Mianeh,1999,3,BWk - Cold desert
Mianeh,1999,4,Dfb - Cold humid
Mianeh,1999,5,Aw - Tropical savanna
Mianeh,1999,6,Aw - Tropical savanna
Mianeh,1999,7,Aw - Tropical savanna
Mianeh,1999,8,Aw - Tropical savanna
Mianeh,1999,9,Aw - Tropical savanna
Mianeh,1999,10,BWh - Hot desert
Mianeh,1999,11,Cfa - Humid subtropical
Mianeh,1999,12,BWk - Cold desert
Mianeh,2000,1,Dfb - Cold humid
Mianeh,2000,2,BWk - Cold desert
Mianeh,2000,3,Cfa - Humid subtropical
Mianeh,2000,4,Cfa - Humid subtropical
Mianeh,2000,5,Aw - Tropical savanna
Mianeh,2000,6,Aw - Tropical savanna
Mianeh,2000,7,Aw - Tropical savanna
Mianeh,2000,8,Aw - Tropical savanna
Mianeh,2000,9,Aw - Tropical savanna
Mianeh,2000,10,BWh - Hot desert
Mianeh,2000,11,Cfa - Humid subtropical
Mianeh,2000,12,Cfa - Humid subtropical
Mianeh,2001,1,BWk - Cold desert
Mianeh,2001,2,BWk - Cold desert
Mianeh,2001,3,Cfa - Humid subtropical
Mianeh,2001,4,Dfb - Cold humid
Mianeh,2001,5,Aw - Tropical savanna
Mianeh,2001,6,Aw - Tropical savanna
Mianeh,2001,7,Aw - Tropical savanna
Mianeh,2001,8,Aw - Tropical savanna
Mianeh,2001,9,Aw - Tropical savanna
Mianeh,2001,10,BWh - Hot desert
Mianeh,2001,11,Cfa - Humid subtropical
Mianeh,2001,12,Cfa - Humid subtropical
Mianeh,2002,1,Dfb - Cold humid
Mianeh,2002,2,BWk - Cold desert
Mianeh,2002,3,Dfb - Cold humid
Mianeh,2002,4,Cfa - Humid subtropical
Mianeh,2002,5,Cfa - Humid subtropical
Mianeh,2002,6,Aw - Tropical savanna
Mianeh,2002,7,Aw - Tropical savanna
Mianeh,2002,8,Aw - Tropical savanna
Mianeh,2002,9,Aw - Tropical savanna
Mianeh,2002,10,Aw - Tropical savanna
Mianeh,2002,11,Cfa - Humid subtropical
Mianeh,2002,12,Dfb - Cold humid
Mianeh,2003,1,BWk - Cold desert
Mianeh,2003,2,Cfa - Humid subtropical
Mianeh,2003,3,Cfa - Humid subtropical
Mianeh,2003,4,Cfa - Humid subtropical
Mianeh,2003,5,BWh - Hot desert
Mianeh,2003,6,Aw - Tropical savanna
Mianeh,2003,7,Aw - Tropical savanna
Mianeh,2003,8,Aw - Tropical savanna
Mianeh,2003,9,Aw - Tropical savanna
Mianeh,2003,10,Aw - Tropical savanna
Mianeh,2003,11,Dfb - Cold humid
Mianeh,2003,12,Cfa - Humid subtropical
Mianeh,2004,1,Cfa - Humid subtropical
Mianeh,2004,2,BWk - Cold desert
Mianeh,2004,3,BWh - Hot desert
Mianeh,2004,4,Cfa - Humid subtropical
Mianeh,2004,5,Cfa - Humid subtropical
Mianeh,2004,6,Aw - Tropical savanna
Mianeh,2004,7,Aw - Tropical savanna
Mianeh,2004,8,Aw - Tropical savanna
Mianeh,2004,9,Aw - Tropical savanna
Mianeh,2004,10,BWh - Hot desert
Mianeh,2004,11,Cfa - Humid subtropical
Mianeh,2004,12,ET - Tundra
Mianeh,2005,1,Dfb - Cold humid
Mianeh,2005,2,Dfb - Cold humid
Mianeh,2005,3,Cfa - Humid subtropical
Mianeh,2005,4,Dfb - Cold humid
Mianeh,2005,5,Cfa - Humid subtropical
Mianeh,2005,6,Aw - Tropical savanna
Mianeh,2005,7,Aw - Tropical savanna
Mianeh,2005,8,Aw - Tropical savanna
Mianeh,2005,9,Aw - Tropical savanna
Mianeh,2005,10,BWh - Hot desert
Mianeh,2005,11,Cfa - Humid subtropical
Mianeh,2005,12,BWk - Cold desert
Mianeh,2006,1,ET - Tundra
Mianeh,2006,2,Cfa - Humid subtropical
Mianeh,2006,3,BWh - Hot desert
Mianeh,2006,4,Cfa - Humid subtropical
Mianeh,2006,5,Aw - Tropical savanna
Mianeh,2006,6,Aw - Tropical savanna
Mianeh,2006,7,Aw - Tropical savanna
Mianeh,2006,8,Aw - Tropical savanna
Mianeh,2006,9,Aw - Tropical savanna
Mianeh,2006,10,Cfa - Humid subtropical
Mianeh,2006,11,BWk - Cold desert
Mianeh,2006,12,Dfb - Cold humid
Mianeh,2007,1,ET - Tundra
Mianeh,2007,2,Cfa - Humid subtropical
Mianeh,2007,3,BWk - Cold desert
Mianeh,2007,4,Cfa - Humid subtropical
Mianeh,2007,5,Aw - Tropical savanna
Mianeh,2007,6,Aw - Tropical savanna
Mianeh,2007,7,Aw - Tropical savanna
Mianeh,2007,8,Aw - Tropical savanna
Mianeh,2007,9,Aw - Tropical savanna
Mianeh,2007,10,BWh - Hot desert
Mianeh,2007,11,BWk - Cold desert
Mianeh,2007,12,Cfa - Humid subtropical
Mianeh,2008,1,ET - Tundra
Mianeh,2008,2,Dfb - Cold humid
Mianeh,2008,3,BWh - Hot desert
Mianeh,2008,4,BWh - Hot desert
Mianeh,2008,5,Aw - Tropical savanna
Mianeh,2008,6,Aw - Tropical savanna
Mianeh,2008,7,Aw - Tropical savanna
Mianeh,2008,8,Aw - Tropical savanna
Mianeh,2008,9,Aw - Tropical savanna
Mianeh,2008,10,Cfa - Humid subtropical
Mianeh,2008,11,BWk - Cold desert
Mianeh,2008,12,BWk - Cold desert
Mianeh,2009,1,BWk - Cold desert
Mianeh,2009,2,BWk - Cold desert
Mianeh,2009,3,BWk - Cold desert
Mianeh,2009,4,Cfa - Humid subtropical
Mianeh,2009,5,Aw - Tropical savanna
Mianeh,2009,6,Aw - Tropical savanna
Mianeh,2009,7,Aw - Tropical savanna
Mianeh,2009,8,Aw - Tropical savanna
Mianeh,2009,9,Aw - Tropical savanna
Mianeh,2009,10,Dfb - Cold humid
Mianeh,2009,11,Cfa - Humid subtropical
Mianeh,2009,12,Cfa - Humid subtropical
Mianeh,2010,1,BWk - Cold desert
Mianeh,2010,2,Cfa - Humid subtropical
Mianeh,2010,3,Cfa - Humid subtropical
Mianeh,2010,4,Cfa - Humid subtropical
Mianeh,2010,5,Aw - Tropical savanna
Mianeh,2010,6,Aw - Tropical savanna
Mianeh,2010,7,Aw - Tropical savanna
Mianeh,2010,8,Aw - Tropical savanna
Mianeh,2010,9,Aw - Tropical savanna
Mianeh,2010,10,Aw - Tropical savanna
Mianeh,2010,11,BWk - Cold desert
Mianeh,2010,12,BWk - Cold desert
Mianeh,2011,1,Dfb - Cold humid
Mianeh,2011,2,BWk - Cold desert
Mianeh,2011,3,Dfb - Cold humid
Mianeh,2011,4,Cfa - Humid subtropical
Mianeh,2011,5,Af - Tropical rainforest
Mianeh,2011,6,Aw - Tropical savanna
Mianeh,2011,7,Aw - Tropical savanna
Mianeh,2011,8,Aw - Tropical savanna
Mianeh,2011,9,Aw - Tropical savanna
Mianeh,2011,10,Cfa - Humid subtropical
Mianeh,2011,11,Cfa - Humid subtropical
Mianeh,2011,12,BWk - Cold desert
Mianeh,2012,1,Dfb - Cold humid
Mianeh,2012,2,ET - Tundra
Mianeh,2012,3,Dfb - Cold humid
Mianeh,2012,4,Cfa - Humid subtropical
Mianeh,2012,5,Af - Tropical rainforest
Mianeh,2012,6,Aw - Tropical savanna
Mianeh,2012,7,Aw - Tropical savanna
Mianeh,2012,8,Aw - Tropical savanna
Mianeh,2012,9,Aw - Tropical savanna
Mianeh,2012,10,Dfb - Cold humid
Mianeh,2012,11,Cfa - Humid subtropical
Mianeh,2012,12,BWk - Cold desert
Mianeh,2013,1,Dfb - Cold humid
Mianeh,2013,2,Dfb - Cold humid
Mianeh,2013,3,BWh - Hot desert
Mianeh,2013,4,BWh - Hot desert
Mianeh,2013,5,Aw - Tropical savanna
Mianeh,2013,6,Aw - Tropical savanna
Mianeh,2013,7,Aw - Tropical savanna
Mianeh,2013,8,Aw - Tropical savanna
Mianeh,2013,9,Aw - Tropical savanna
Mianeh,2013,10,BWh - Hot desert
Mianeh,2013,11,Cfa - Humid subtropical
Mianeh,2013,12,Dfb - Cold humid
Mianeh,2014,1,BWk - Cold desert
Mianeh,2014,2,BWk - Cold desert
Mianeh,2014,3,Cfa - Humid subtropical
Mianeh,2014,4,Dfb - Cold humid
Mianeh,2014,5,Aw - Tropical savanna
Mianeh,2014,6,Aw - Tropical savanna
Mianeh,2014,7,Aw - Tropical savanna
Mianeh,2014,8,Aw - Tropical savanna
Mianeh,2014,9,Aw - Tropical savanna
Mianeh,2014,10,Cfa - Humid subtropical
Mianeh,2014,11,Dfb - Cold humid
Mianeh,2014,12,Dfb - Cold humid
Mianeh,2015,1,BWk - Cold desert
Mianeh,2015,2,BWk - Cold desert
Mianeh,2015,3,Cfa - Humid subtropical
Mianeh,2015,4,BWh - Hot desert
Mianeh,2015,5,Aw - Tropical savanna
Mianeh,2015,6,Aw - Tropical savanna
Mianeh,2015,7,Aw - Tropical savanna
Mianeh,2015,8,Aw - Tropical savanna
Mianeh,2015,9,Aw - Tropical savanna
Mianeh,2015,10,Cfa - Humid subtropical
Mianeh,2015,11,Cfa - Humid subtropical
Mianeh,2015,12,BWk - Cold desert
Mianeh,2016,1,BWk - Cold desert
Mianeh,2016,2,Cfa - Humid subtropical
Mianeh,2016,3,Cfa - Humid subtropical
Mianeh,2016,4,Dfb - Cold humid
Mianeh,2016,5,Aw - Tropical savanna
Mianeh,2016,6,Aw - Tropical savanna
Mianeh,2016,7,Aw - Tropical savanna
Mianeh,2016,8,Aw - Tropical savanna
Mianeh,2016,9,Aw - Tropical savanna
Mianeh,2016,10,BWh - Hot desert
Mianeh,2016,11,BWk - Cold desert
Mianeh,2016,12,Dfb - Cold humid
Mianeh,2017,1,ET - Tundra
Mianeh,2017,2,ET - Tundra
Mianeh,2017,3,Cfa - Humid subtropical
Mianeh,2017,4,Cfa - Humid subtropical
Mianeh,2017,5,Aw - Tropical savanna
Mianeh,2017,6,Aw - Tropical savanna
Mianeh,2017,7,Aw - Tropical savanna
Mianeh,2017,8,Aw - Tropical savanna
Mianeh,2017,9,Aw - Tropical savanna
Mianeh,2017,10,BWh - Hot desert
Mianeh,2017,11,Cfa - Humid subtropical
Mianeh,2017,12,BWk - Cold desert
Mianeh,2018,1,BWk - Cold desert
Mianeh,2018,2,Cfa - Humid subtropical
Mianeh,2018,3,Dfb - Cold humid
Mianeh,2018,4,Cfa - Humid subtropical
Mianeh,2018,5,Aw - Tropical savanna
Mianeh,2018,6,Aw - Tropical savanna
Mianeh,2018,7,Aw - Tropical savanna
Mianeh,2018,8,Aw - Tropical savanna
Mianeh,2018,9,Aw - Tropical savanna
Mianeh,2018,10,BWh - Hot desert
Mianeh,2018,11,Cfa - Humid subtropical
Mianeh,2018,12,Cfa - Humid subtropical
Mianeh,2019,1,Cfa - Humid subtropical
Mianeh,2019,2,Dfb - Cold humid
Mianeh,2019,3,Cfa - Humid subtropical
Mianeh,2019,4,Cfa - Humid subtropical
Mianeh,2019,5,Aw - Tropical savanna
Mianeh,2019,6,Aw - Tropical savanna
Mianeh,2019,7,Aw - Tropical savanna
Mianeh,2019,8,Aw - Tropical savanna
Mianeh,2019,9,Aw - Tropical savanna
Mianeh,2019,10,Cfa - Humid subtropical
Mianeh,2019,11,BWk - Cold desert
Mianeh,2019,12,Cfa - Humid subtropical
Mianeh,2020,1,Dfb - Cold humid
Mianeh,2020,2,Dfb - Cold humid
Mianeh,2020,3,Dfb - Cold humid
Mianeh,2020,4,Cfa - Humid subtropical
Mianeh,2020,5,Aw - Tropical savanna
Mianeh,2020,6,Aw - Tropical savanna
Mianeh,2020,7,Aw - Tropical savanna
Mianeh,2020,8,Aw - Tropical savanna
Mianeh,2020,9,Aw - Tropical savanna
Mianeh,2020,10,BWh - Hot desert
Mianeh,2020,11,Cfa - Humid subtropical
Mianeh,2020,12,Dfb - Cold humid
Mianeh,2021,1,BWk - Cold desert
Mianeh,2021,2,BWk - Cold desert
Mianeh,2021,3,Dfb - Cold humid
Mianeh,2021,4,BWh - Hot desert
Mianeh,2021,5,Aw - Tropical savanna
Mianeh,2021,6,Aw - Tropical savanna
Mianeh,2021,7,Aw - Tropical savanna
Mianeh,2021,8,Aw - Tropical savanna
Mianeh,2021,9,Aw - Tropical savanna
Mianeh,2021,10,BWh - Hot desert
Mianeh,2021,11,BWk - Cold desert
Mianeh,2021,12,Cfa - Humid subtropical
Mianeh,2022,1,ET - Tundra
Mianeh,2022,2,Dfb - Cold humid
Mianeh,2022,3,BWk - Cold desert
Mianeh,2022,4,BWh - Hot desert
Mianeh,2022,5,Aw - Tropical savanna
Mianeh,2022,6,Aw - Tropical savanna
Mianeh,2022,7,Aw - Tropical savanna
Mianeh,2022,8,Aw - Tropical savanna
Mianeh,2022,9,Aw - Tropical savanna
Mianeh,2022,10,Aw - Tropical savanna
Mianeh,2022,11,Dfb - Cold humid
Mianeh,2022,12,BWk - Cold desert
Mianeh,2023,1,ET - Tundra
Mianeh,2023,2,BWk - Cold desert
Mianeh,2023,3,Cfa - Humid subtropical
Mianeh,2023,4,Cfa - Humid subtropical
Mianeh,2023,5,Aw - Tropical savanna
Mianeh,2023,6,Aw - Tropical savanna
Mianeh,2023,7,Aw - Tropical savanna
Mianeh,2023,8,Aw - Tropical savanna
Mianeh,2023,9,Aw - Tropical savanna
Mianeh,2023,10,BWh - Hot desert
Mianeh,2023,11,BWh - Hot desert
Mianeh,2023,12,BWk - Cold desert
Mianeh,2024,1,Cfa - Humid subtropical
Mianeh,2024,2,Dfb - Cold humid
Mianeh,2024,3,BWk - Cold desert
Mianeh,2024,4,Dfb - Cold humid
Orumiyeh,1990,1,Dfb - Cold humid
Orumiyeh,1990,2,ET - Tundra
Orumiyeh,1990,3,Dfb - Cold humid
Orumiyeh,1990,4,Cfa - Humid subtropical
Orumiyeh,1990,5,BWh - Hot desert
Orumiyeh,1990,6,Aw - Tropical savanna
Orumiyeh,1990,7,Aw - Tropical savanna
Orumiyeh,1990,8,Aw - Tropical savanna
Orumiyeh,1990,9,Aw - Tropical savanna
Orumiyeh,1990,10,BWh - Hot desert
Orumiyeh,1990,11,BWk - Cold desert
Orumiyeh,1990,12,Cfa - Humid subtropical
Orumiyeh,1991,1,ET - Tundra
Orumiyeh,1991,2,ET - Tundra
Orumiyeh,1991,3,Cfa - Humid subtropical
Orumiyeh,1991,4,Cfa - Humid subtropical
Orumiyeh,1991,5,BWh - Hot desert
Orumiyeh,1991,6,Aw - Tropical savanna
Orumiyeh,1991,7,Aw - Tropical savanna
Orumiyeh,1991,8,Aw - Tropical savanna
Orumiyeh,1991,9,Aw - Tropical savanna
Orumiyeh,1991,10,BWh - Hot desert
Orumiyeh,1991,11,BWk - Cold desert
Orumiyeh,1991,12,Dfb - Cold humid
Orumiyeh,1992,1,ET - Tundra
Orumiyeh,1992,2,Dfb - Cold humid
Orumiyeh,1992,3,BWk - Cold desert
Orumiyeh,1992,4,Cfa - Humid subtropical
Orumiyeh,1992,5,Cfa - Humid subtropical
Orumiyeh,1992,6,Aw - Tropical savanna
Orumiyeh,1992,7,Aw - Tropical savanna
Orumiyeh,1992,8,Aw - Tropical savanna
Orumiyeh,1992,9,BWh - Hot desert
Orumiyeh,1992,10,BWh - Hot desert
Orumiyeh,1992,11,Cfa - Humid subtropical
Orumiyeh,1992,12,Dfb - Cold humid
Orumiyeh,1993,1,ET - Tundra
Orumiyeh,1993,2,Dfb - Cold humid
Orumiyeh,1993,3,Cfa - Humid subtropical
Orumiyeh,1993,4,Cfa - Humid subtropical
Orumiyeh,1993,5,Cfa - Humid subtropical
Orumiyeh,1993,6,Aw - Tropical savanna
Orumiyeh,1993,7,Aw - Tropical savanna
Orumiyeh,1993,8,Aw - Tropical savanna
Orumiyeh,1993,9,Aw - Tropical savanna
Orumiyeh,1993,10,BWh - Hot desert
Orumiyeh,1993,11,Cfa - Humid subtropical
Orumiyeh,1993,12,Dfb - Cold humid
Orumiyeh,1994,1,Dfb - Cold humid
Orumiyeh,1994,2,Cfa - Humid subtropical
Orumiyeh,1994,3,Cfa - Humid subtropical
Orumiyeh,1994,4,Cfa - Humid subtropical
Orumiyeh,1994,5,Cfa - Humid subtropical
Orumiyeh,1994,6,Aw - Tropical savanna
Orumiyeh,1994,7,Aw - Tropical savanna
Orumiyeh,1994,8,Aw - Tropical savanna
Orumiyeh,1994,9,Cfa - Humid subtropical
Orumiyeh,1994,10,Dfb - Cold humid
Orumiyeh,1994,11,Cfa - Humid subtropical
Orumiyeh,1994,12,ET - Tundra
Orumiyeh,1995,1,Dfb - Cold humid
Orumiyeh,1995,2,Cfa - Humid subtropical
Orumiyeh,1995,3,Dfb - Cold humid
Orumiyeh,1995,4,Cfa - Humid subtropical
Orumiyeh,1995,5,Dfb - Cold humid
Orumiyeh,1995,6,Aw - Tropical savanna
Orumiyeh,1995,7,Aw - Tropical savanna
Orumiyeh,1995,8,Aw - Tropical savanna
Orumiyeh,1995,9,Aw - Tropical savanna
Orumiyeh,1995,10,BWh - Hot desert
Orumiyeh,1995,11,Cfa - Humid subtropical
Orumiyeh,1995,12,BWk - Cold desert
Orumiyeh,1996,1,Dfb - Cold humid
Orumiyeh,1996,2,Cfa - Humid subtropical
Orumiyeh,1996,3,Cfa - Humid subtropical
Orumiyeh,1996,4,Cfa - Humid subtropical
Orumiyeh,1996,5,Dfb - Cold humid
Orumiyeh,1996,6,Aw - Tropical savanna
Orumiyeh,1996,7,Aw - Tropical savanna
Orumiyeh,1996,8,Aw - Tropical savanna
Orumiyeh,1996,9,Aw - Tropical savanna
Orumiyeh,1996,10,BWh - Hot desert
Orumiyeh,1996,11,Dfb - Cold humid
Orumiyeh,1996,12,Cfa - Humid subtropical
Orumiyeh,1997,1,Cfa - Humid subtropical
Orumiyeh,1997,2,Dfb - Cold humid
Orumiyeh,1997,3,Cfa - Humid subtropical
Orumiyeh,1997,4,Dfb - Cold humid
Orumiyeh,1997,5,BWh - Hot desert
Orumiyeh,1997,6,Aw - Tropical savanna
Orumiyeh,1997,7,Aw - Tropical savanna
Orumiyeh,1997,8,Aw - Tropical savanna
Orumiyeh,1997,9,BWh - Hot desert
Orumiyeh,1997,10,BWh - Hot desert
Orumiyeh,1997,11,BWk - Cold desert
Orumiyeh,1997,12,BWk - Cold desert
Orumiyeh,1998,1,Dfb - Cold humid
Orumiyeh,1998,2,ET - Tundra
Orumiyeh,1998,3,Cfa - Humid subtropical
Orumiyeh,1998,4,Cfa - Humid subtropical
Orumiyeh,1998,5,Dfb - Cold humid
Orumiyeh,1998,6,Aw - Tropical savanna
Orumiyeh,1998,7,Aw - Tropical savanna
Orumiyeh,1998,8,Aw - Tropical savanna
Orumiyeh,1998,9,Aw - Tropical savanna
Orumiyeh,1998,10,BWh - Hot desert
Orumiyeh,1998,11,BWk - Cold desert
Orumiyeh,1998,12,Dfb - Cold humid
Orumiyeh,1999,1,BWk - Cold desert
Orumiyeh,1999,2,Dfb - Cold humid
Orumiyeh,1999,3,Cfa - Humid subtropical
Orumiyeh,1999,4,Dfb - Cold humid
Orumiyeh,1999,5,Cfa - Humid subtropical
Orumiyeh,1999,6,Aw - Tropical savanna
Orumiyeh,1999,7,Aw - Tropical savanna
Orumiyeh,1999,8,Aw - Tropical savanna
Orumiyeh,1999,9,Aw - Tropical savanna
Orumiyeh,1999,10,Dfb - Cold humid
Orumiyeh,1999,11,BWk - Cold desert
Orumiyeh,1999,12,BWk - Cold desert
Orumiyeh,2000,1,ET - Tundra
Orumiyeh,2000,2,BWk - Cold desert
Orumiyeh,2000,3,Cfa - Humid subtropical
Orumiyeh,2000,4,Cfa - Humid subtropical
Orumiyeh,2000,5,BWh - Hot desert
Orumiyeh,2000,6,Aw - Tropical savanna
Orumiyeh,2000,7,Aw - Tropical savanna
Orumiyeh,2000,8,Aw - Tropical savanna
Orumiyeh,2000,9,Aw - Tropical savanna
Orumiyeh,2000,10,BWh - Hot desert
Orumiyeh,2000,11,Cfa - Humid subtropical
Orumiyeh,2000,12,Dfb - Cold humid
Orumiyeh,2001,1,ET - Tundra
Orumiyeh,2001,2,BWk - Cold desert
Orumiyeh,2001,3,Cfa - Humid subtropical
Orumiyeh,2001,4,Dfb - Cold humid
Orumiyeh,2001,5,Dfb - Cold humid
Orumiyeh,2001,6,Aw - Tropical savanna
Orumiyeh,2001,7,Aw - Tropical savanna
Orumiyeh,2001,8,Aw - Tropical savanna
Orumiyeh,2001,9,Aw - Tropical savanna
Orumiyeh,2001,10,BWh - Hot desert
Orumiyeh,2001,11,Cfa - Humid subtropical
Orumiyeh,2001,12,Dfb - Cold humid
Orumiyeh,2002,1,Dfb - Cold humid
Orumiyeh,2002,2,Dfb - Cold humid
Orumiyeh,2002,3,Cfa - Humid subtropical
Orumiyeh,2002,4,Cfa - Humid subtropical
Orumiyeh,2002,5,Cfa - Humid subtropical
Orumiyeh,2002,6,Aw - Tropical savanna
Orumiyeh,2002,7,Aw - Tropical savanna
Orumiyeh,2002,8,Aw - Tropical savanna
Orumiyeh,2002,9,Aw - Tropical savanna
Orumiyeh,2002,10,BWh - Hot desert
Orumiyeh,2002,11,Cfa - Humid subtropical
Orumiyeh,2002,12,Dfb - Cold humid
Orumiyeh,2003,1,BWk - Cold desert
Orumiyeh,2003,2,Dfb - Cold humid
Orumiyeh,2003,3,Cfa - Humid subtropical
Orumiyeh,2003,4,Cfa - Humid subtropical
Orumiyeh,2003,5,BWh - Hot desert
Orumiyeh,2003,6,Aw - Tropical savanna
Orumiyeh,2003,7,Aw - Tropical savanna
Orumiyeh,2003,8,Aw - Tropical savanna
Orumiyeh,2003,9,Aw - Tropical savanna
Orumiyeh,2003,10,Dfb - Cold humid
Orumiyeh,2003,11,Cfa - Humid subtropical
Orumiyeh,2003,12,Dfb - Cold humid
Orumiyeh,2004,1,Dfb - Cold humid
Orumiyeh,2004,2,Dfb - Cold humid
Orumiyeh,2004,3,BWk - Cold desert
Orumiyeh,2004,4,Cfa - Humid subtropical
Orumiyeh,2004,5,Cfa - Humid subtropical
Orumiyeh,2004,6,Aw - Tropical savanna
Orumiyeh,2004,7,Aw - Tropical savanna
Orumiyeh,2004,8,Aw - Tropical savanna
Orumiyeh,2004,9,Aw - Tropical savanna
Orumiyeh,2004,10,BWh - Hot desert
Orumiyeh,2004,11,Cfa - Humid subtropical
Orumiyeh,2004,12,ET - Tundra
Orumiyeh,2005,1,ET - Tundra
Orumiyeh,2005,2,Dfb - Cold humid
Orumiyeh,2005,3,BWk - Cold desert
Orumiyeh,2005,4,Dfb - Cold humid
Orumiyeh,2005,5,Cfa - Humid subtropical
Orumiyeh,2005,6,Aw - Tropical savanna
Orumiyeh,2005,7,Aw - Tropical savanna
Orumiyeh,2005,8,Aw - Tropical savanna
Orumiyeh,2005,9,Aw - Tropical savanna
Orumiyeh,2005,10,BWh - Hot desert
Orumiyeh,2005,11,Dfb - Cold humid
Orumiyeh,2005,12,BWk - Cold desert
Orumiyeh,2006,1,Dfb - Cold humid
Orumiyeh,2006,2,Cfa - Humid subtropical
Orumiyeh,2006,3,Dfb - Cold humid
Orumiyeh,2006,4,Cfa - Humid subtropical
Orumiyeh,2006,5,Dfb - Cold humid
Orumiyeh,2006,6,Aw - Tropical savanna
Orumiyeh,2006,7,Aw - Tropical savanna
Orumiyeh,2006,8,Aw - Tropical savanna
Orumiyeh,2006,9,Aw - Tropical savanna
Orumiyeh,2006,10,Cfa - Humid subtropical
Orumiyeh,2006,11,Cfa - Humid subtropical
Orumiyeh,2006,12,ET - Tundra
Orumiyeh,2007,1,ET - Tundra
Orumiyeh,2007,2,BWk - Cold desert
Orumiyeh,2007,3,Cfa - Humid subtropical
Orumiyeh,2007,4,Cfa - Humid subtropical
Orumiyeh,2007,5,Dfb - Cold humid
Orumiyeh,2007,6,Aw - Tropical savanna
Orumiyeh,2007,7,Aw - Tropical savanna
Orumiyeh,2007,8,Aw - Tropical savanna
Orumiyeh,2007,9,Aw - Tropical savanna
Orumiyeh,2007,10,BWh - Hot desert
Orumiyeh,2007,11,Dfb - Cold humid
Orumiyeh,2007,12,BWk - Cold desert
Orumiyeh,2008,1,ET - Tundra
Orumiyeh,2008,2,Dfb - Cold humid
Orumiyeh,2008,3,BWh - Hot desert
Orumiyeh,2008,4,BWh - Hot desert
Orumiyeh,2008,5,BWh - Hot desert
Orumiyeh,2008,6,Aw - Tropical savanna
Orumiyeh,2008,7,Aw - Tropical savanna
Orumiyeh,2008,8,Aw - Tropical savanna
Orumiyeh,2008,9,Aw - Tropical savanna
Orumiyeh,2008,10,Cfa - Humid subtropical
Orumiyeh,2008,11,BWk - Cold desert
Orumiyeh,2008,12,BWk - Cold desert
Orumiyeh,2009,1,ET - Tundra
Orumiyeh,2009,2,BWk - Cold desert
Orumiyeh,2009,3,Cfa - Humid subtropical
Orumiyeh,2009,4,Dfb - Cold humid
Orumiyeh,2009,5,BWh - Hot desert
Orumiyeh,2009,6,Aw - Tropical savanna
Orumiyeh,2009,7,Aw - Tropical savanna
Orumiyeh,2009,8,Aw - Tropical savanna
Orumiyeh,2009,9,Dfb - Cold humid
Orumiyeh,2009,10,BWh - Hot desert
Orumiyeh,2009,11,Cfa - Humid subtropical
Orumiyeh,2009,12,Dfb - Cold humid
Orumiyeh,2010,1,BWk - Cold desert
Orumiyeh,2010,2,Dfb - Cold humid
Orumiyeh,2010,3,Cfa - Humid subtropical
